Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Location,Reporting Type,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",31,Azerbaijan,RURAL,G,PERCENT,,,,,,,,,,87.37166,87.37166,87.37166,87.37166,87.37166,87.37166,87.37166,87.37166,87.37166,,,,,
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",31,Azerbaijan,URBAN,G,PERCENT,,,,,,,,,,90.86326,90.86326,90.86326,90.86326,90.86326,90.86326,90.86326,90.86326,90.86326,,,,,
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",48,Bahrain,ALLAREA,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",50,Bangladesh,ALLAREA,G,PERCENT,,,,,,19.96053,20.18406,20.41139,20.64219,20.87614,24.42005,27.9399,31.43384,34.90063,38.3409,41.7536,45.1391,48.49696,51.82702,55.12933,58.40395,61.65073,61.72854
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",50,Bangladesh,RURAL,G,PERCENT,,,,,,11.49613,11.49613,11.49613,11.49613,11.49613,15.34558,19.19504,23.0445,26.89396,30.74342,34.59288,38.44234,42.2918,46.14126,49.99072,53.84017,57.68963,57.68963
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",50,Bangladesh,URBAN,G,PERCENT,,,,,,43.06911,43.06911,43.06911,43.06911,43.06911,45.13505,47.20099,49.26692,51.33286,53.3988,55.46474,57.53068,59.59662,61.66256,63.7285,65.79444,67.86037,67.86037
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",52,Barbados,ALLAREA,G,PERCENT,,,,,,,,,88.46935,88.46935,88.46935,88.46935,88.46935,88.46935,88.46935,88.46935,88.46935,,,,,,
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",84,Belize,ALLAREA,G,PERCENT,,,,,,81.67746,81.67838,81.67929,81.68021,81.68113,83.32554,84.31832,85.16476,86.0112,86.85827,87.70656,88.55673,89.40937,90.26509,90.26999,90.27548,90.28156,90.28829
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",84,Belize,RURAL,G,PERCENT,,,,,,84.12569,84.12569,84.12569,84.12569,84.12569,85.89538,86.47703,86.79269,87.10836,87.42402,87.73968,88.05535,88.37101,88.68668,88.68668,88.68668,88.68668,88.68668
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",84,Belize,URBAN,G,PERCENT,,,,,,78.72276,78.72276,78.72276,78.72276,78.72276,80.21342,81.70408,83.19475,84.68541,86.17607,87.66674,89.1574,90.64806,92.13873,92.13873,92.13873,92.13873,92.13873
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",204,Benin,ALLAREA,G,PERCENT,1.62074,1.87166,2.17018,2.70069,3.23321,3.76764,4.30403,4.84248,5.38292,5.92524,6.46957,7.01593,7.56432,8.11461,8.66733,9.22236,9.77973,10.33947,10.9016,11.46616,12.03316,12.0816,12.13046
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",204,Benin,RURAL,G,PERCENT,0,0,0.06551,0.4965,0.92748,1.35847,1.78946,2.22044,2.65143,3.08242,3.5134,3.94439,4.37538,4.80636,5.23735,5.66834,6.09932,6.53031,6.9613,7.39228,7.82327,7.82327,7.82327
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",204,Benin,URBAN,G,PERCENT,4.22806,4.84259,5.45712,6.07165,6.68619,7.30072,7.91525,8.52978,9.14431,9.75885,10.37338,10.98791,11.60244,12.21698,12.83151,13.44604,14.06057,14.6751,15.28964,15.90417,16.5187,16.5187,16.5187
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",64,Bhutan,ALLAREA,G,PERCENT,,,,,75.79,75.95865,76.07014,76.18313,76.2976,77.75362,79.18509,80.59157,81.97136,83.32463,84.65173,85.9531,87.22916,88.48043,89.70744,90.91074,92.09096,93.2487,93.20418
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",64,Bhutan,RURAL,G,PERCENT,,,,,71.3371,71.3371,71.3371,71.3371,71.3371,73.23986,75.14262,77.04537,78.94813,80.85089,82.75364,84.6564,86.55915,88.46191,90.36467,92.26742,94.17018,96.07294,96.07294
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",64,Bhutan,URBAN,G,PERCENT,,,,,86.26218,86.26218,86.26218,86.26218,86.26218,86.51171,86.76125,87.01079,87.26033,87.50987,87.75941,88.00894,88.25848,88.50802,88.75756,89.0071,89.25663,89.50617,89.50617
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",68,Bolivia (Plurinational State of),ALLAREA,G,PERCENT,,,,,,,,,,,26.67097,26.7029,26.73461,26.76222,26.78725,26.81213,26.83694,26.86153,26.88634,26.91136,26.93653,26.96184,26.98737
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",68,Bolivia (Plurinational State of),RURAL,G,PERCENT,,,,,,,,,,,21.89414,21.89414,21.89414,21.89414,21.89414,21.89414,21.89414,21.89414,21.89414,21.89414,21.89414,21.89414,21.89414
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",68,Bolivia (Plurinational State of),URBAN,G,PERCENT,,,,,,,,,,,29.08492,29.08492,29.08492,29.08492,29.08492,29.08492,29.08492,29.08492,29.08492,29.08492,29.08492,29.08492,29.08492
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",70,Bosnia and Herzegovina,ALLAREA,G,PERCENT,,,,,,,,,97.19483,97.20296,97.21109,97.21925,97.22743,97.23559,97.24377,97.25226,97.26106,,,,,,
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",70,Bosnia and Herzegovina,RURAL,G,PERCENT,,,,,,,,,96.04974,96.04974,96.04974,96.04974,96.04974,96.04974,96.04974,96.04974,96.04974,,,,,,
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",70,Bosnia and Herzegovina,URBAN,G,PERCENT,,,,,,,,,98.59891,98.59891,98.59891,98.59891,98.59891,98.59891,98.59891,98.59891,98.59891,,,,,,
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",854,Burkina Faso,ALLAREA,G,PERCENT,7.1092,7.26278,7.43545,7.60441,7.76994,7.93087,8.08745,8.208,8.29965,8.3866,8.4691,8.54699,8.61996,8.68788,8.75077,8.80833,8.86043,8.90655,8.94673,8.98098,9.00897,9.08244,9.15637
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",854,Burkina Faso,RURAL,G,PERCENT,3.17179,3.17179,3.29204,3.41229,3.53255,3.6528,3.77305,3.89331,4.01356,4.13381,4.25407,4.37432,4.49457,4.61483,4.73508,4.85533,4.97559,5.09584,5.21609,5.33635,5.4566,5.4566,5.4566
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",854,Burkina Faso,URBAN,G,PERCENT,25.23756,25.23756,24.80732,24.37708,23.94684,23.5166,23.08636,22.65612,22.22588,21.79564,21.3654,20.93516,20.50492,20.07468,19.64444,19.2142,18.78396,18.35372,17.92348,17.49323,17.06299,17.06299,17.06299
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",108,Burundi,ALLAREA,G,PERCENT,,,,,5.87484,5.92306,5.97252,6.02299,6.07489,6.08744,6.09913,6.10967,6.11876,6.12688,6.13336,6.13847,6.14208,6.1441,6.1444,6.14288,6.19518,6.24869,6.30359
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",108,Burundi,RURAL,G,PERCENT,,,,,4.00734,4.00734,4.00734,4.00734,4.00734,4.01568,4.02402,4.03236,4.0407,4.04904,4.05737,4.06571,4.07405,4.08239,4.09073,4.09907,4.09907,4.09907,4.09907
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",108,Burundi,URBAN,G,PERCENT,,,,,24.44171,24.44171,24.44171,24.44171,24.44171,23.98248,23.52325,23.06402,22.6048,22.14557,21.68634,21.22711,20.76788,20.30865,19.84943,19.3902,19.3902,19.3902,19.3902
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",116,Cambodia,ALLAREA,G,PERCENT,,,,,,,,,60.44081,60.5624,60.68569,60.81067,60.93735,63.27018,65.58396,67.87793,70.15168,72.4046,74.63739,76.8491,79.0391,81.20647,83.35053
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",116,Cambodia,RURAL,G,PERCENT,,,,,,,,,53.81205,53.81205,53.81205,53.81205,53.81205,56.60492,59.39779,62.19066,64.98353,67.7764,70.56927,73.36214,76.15501,78.94787,81.74074
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",116,Cambodia,URBAN,G,PERCENT,,,,,,,,,87.68236,87.68236,87.68236,87.68236,87.68236,87.72919,87.77602,87.82285,87.86968,87.91651,87.96334,88.01017,88.057,88.10383,88.15066
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",120,Cameroon,ALLAREA,G,PERCENT,,,,,,,,,,,,,,,,35.67319,35.82343,35.97291,36.12215,36.27063,36.41861,36.5656,36.71183
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",120,Cameroon,RURAL,G,PERCENT,,,,,,,,,,,,,,,,22.03013,22.03013,22.03013,22.03013,22.03013,22.03013,22.03013,22.03013
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",120,Cameroon,URBAN,G,PERCENT,,,,,,,,,,,,,,,,47.02749,47.02749,47.02749,47.02749,47.02749,47.02749,47.02749,47.02749
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",29,Caribbean,ALLAREA,G,PERCENT,,,,,,,,,58.42744,58.33876,58.29372,58.13972,57.94677,57.90958,57.86306,57.93208,55.41481,54.75385,54.66842,54.5761,54.61212,54.61586,54.47386
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",29,Caribbean,RURAL,G,PERCENT,,,,,,,,32.33255,44.02243,44.07861,44.19064,44.19557,44.15942,44.33759,44.53416,45.01006,39.9787,38.53064,38.72527,38.92591,39.26632,39.58364,39.60864
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",29,Caribbean,URBAN,G,PERCENT,,,,,,,,,65.65811,65.35228,65.08203,64.71349,64.32205,64.06836,63.79989,63.58238,62.01709,61.55563,61.22305,60.88153,60.67042,60.43102,60.10646
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",140,Central African Republic,ALLAREA,G,PERCENT,,,,,15.76923,15.77616,15.78451,15.79433,15.80557,16.22797,16.65721,17.09402,17.53933,17.99396,18.45863,18.93429,19.42195,19.92213,20.43583,20.96388,21.50713,22.06642,22.17641
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",140,Central African Republic,RURAL,G,PERCENT,,,,,13.21427,13.21427,13.21427,13.21427,13.21427,13.13071,13.04714,12.96358,12.88001,12.79645,12.71288,12.62932,12.54576,12.46219,12.37863,12.29506,12.2115,12.12794,12.12794
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",140,Central African Republic,URBAN,G,PERCENT,,,,,19.94387,19.94387,19.94387,19.94387,19.94387,21.13522,22.32657,23.51793,24.70928,25.90063,27.09199,28.28334,29.47469,30.66605,31.8574,33.04875,34.2401,35.43146,35.43146
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",13,Central America,ALLAREA,G,PERCENT,,,,,,,,,,89.83967,89.86831,88.56036,88.57473,88.58836,88.88076,89.17226,89.46288,89.75267,90.04132,90.30692,92.30284,92.62992,92.94986
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",13,Central America,RURAL,G,PERCENT,,,,,,,,,,88.79009,88.63622,85.14717,85.15459,85.16086,85.39264,85.62353,85.85315,86.08209,86.31004,86.54804,91.52507,91.88136,92.1753
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",13,Central America,URBAN,G,PERCENT,,,,,,,,,,90.25758,90.35079,89.87448,89.86948,89.86423,90.15748,90.44953,90.74043,91.03011,91.31829,91.5719,92.56026,92.87362,93.19781
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",62,Central and Southern Asia,ALLAREA,G,PERCENT,,,,,,,,,,,56.22031,56.90757,57.6748,58.45229,59.22186,61.42075,63.60737,66.04837,67.98606,70.0966,72.07026,74.15228,75.93485
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",62,Central and Southern Asia,RURAL,G,PERCENT,,,,,,,,,,,46.17053,46.84203,47.6988,48.56851,49.42768,52.05424,54.67928,57.67625,60.07617,62.6399,65.07759,67.63119,69.83884
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",62,Central and Southern Asia,URBAN,G,PERCENT,,,,,,,,,,,76.50711,76.89796,77.16644,77.44289,77.71613,78.79252,79.87143,81.02854,81.88303,82.95698,83.90735,84.98302,85.86396
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",143,Central Asia,ALLAREA,G,PERCENT,,,,,,,,,,,,90.06404,90.54483,91.02322,91.49896,91.97158,92.4434,92.74915,87.79226,87.91067,84.64441,84.6394,84.63795
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",143,Central Asia,RURAL,G,PERCENT,,,,,,,,,,,,84.46045,85.15979,85.85394,86.54239,87.22406,87.90236,88.37368,82.89722,83.07299,79.14474,79.10143,79.0599
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",143,Central Asia,URBAN,G,PERCENT,,,,,,,,,,,,96.10226,96.34907,96.59557,96.84191,97.08823,97.33554,97.45992,93.05426,93.09827,90.5212,90.53089,90.54035
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",148,Chad,ALLAREA,G,PERCENT,,,,,14.65939,14.67013,14.68087,14.69193,14.70267,15.58003,16.46151,17.34619,18.2334,19.12194,20.01087,20.8995,21.78684,22.67192,23.55394,24.43171,25.30453,26.1712,26.20047
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",148,Chad,RURAL,G,PERCENT,,,,,7.57497,7.57497,7.57497,7.57497,7.57497,8.81556,10.05615,11.29673,12.53732,13.7779,15.01849,16.25908,17.49966,18.74025,19.98084,21.22142,22.46201,23.7026,23.7026
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",148,Chad,URBAN,G,PERCENT,,,,,40.12006,40.12006,40.12006,40.12006,40.12006,39.65569,39.19131,38.72693,38.26256,37.79818,37.3338,36.86943,36.40505,35.94067,35.47629,35.01192,34.54754,34.08316,34.08316
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",156,China,ALLAREA,G,PERCENT,,,,,,,,,,,,,,,,,,97.0388,97.07456,97.10924,97.14284,97.17536,97.2068
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",156,China,RURAL,G,PERCENT,,,,,,,,,,,,,,,,,,95.3,95.3,95.3,95.3,95.3,95.3
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",156,China,URBAN,G,PERCENT,,,,,,,,,,,,,,,,,,98.3,98.3,98.3,98.3,98.3,98.3
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",170,Colombia,ALLAREA,G,PERCENT,,,,,,,,,,,,68.46893,68.6349,68.79816,68.95869,69.11695,69.27295,69.42622,69.57678,69.72461,69.87018,70.01302,70.1536
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",170,Colombia,RURAL,G,PERCENT,,,,,,,,,,,,32.94574,32.94574,32.94574,32.94574,32.94574,32.94574,32.94574,32.94574,32.94574,32.94574,32.94574,32.94574
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",170,Colombia,URBAN,G,PERCENT,,,,,,,,,,,,78.29353,78.29353,78.29353,78.29353,78.29353,78.29353,78.29353,78.29353,78.29353,78.29353,78.29353,78.29353
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",174,Comoros,ALLAREA,G,PERCENT,,,,,,,,,15.54996,15.55108,15.55276,15.55491,15.55758,15.5608,15.5645,15.56874,15.57353,,,,,,
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",174,Comoros,RURAL,G,PERCENT,,,,,,,,,14.65306,14.65306,14.65306,14.65306,14.65306,14.65306,14.65306,14.65306,14.65306,,,,,,
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",174,Comoros,URBAN,G,PERCENT,,,,,,,,,17.86937,17.86937,17.86937,17.86937,17.86937,17.86937,17.86937,17.86937,17.86937,,,,,,
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",178,Congo,ALLAREA,G,PERCENT,,,,,,,,,,,,47.29613,47.40718,47.51848,47.62978,47.74108,47.85237,47.96367,48.07473,48.18578,,,
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",178,Congo,RURAL,G,PERCENT,,,,,,,,,,,,31.8136,31.8136,31.8136,31.8136,31.8136,31.8136,31.8136,31.8136,31.8136,,,
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",178,Congo,URBAN,G,PERCENT,,,,,,,,,,,,56.1144,56.1144,56.1144,56.1144,56.1144,56.1144,56.1144,56.1144,56.1144,,,
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",188,Costa Rica,ALLAREA,G,PERCENT,,,,,,83.37774,83.38816,83.39837,83.4084,83.41817,83.62741,83.84135,84.05945,84.28134,84.5067,84.73524,84.96667,85.20069,85.43706,85.67552,85.91587,85.937,85.95693
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",188,Costa Rica,RURAL,G,PERCENT,,,,,,82.83613,82.83613,82.83613,82.83613,82.83613,82.87888,82.92163,82.96438,83.00713,83.04988,83.09263,83.13539,83.17814,83.22089,83.26364,83.30639,83.30639,83.30639
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",188,Costa Rica,URBAN,G,PERCENT,,,,,,83.66085,83.66085,83.66085,83.66085,83.66085,83.92233,84.18381,84.44528,84.70676,84.96824,85.22972,85.49119,85.75267,86.01415,86.27563,86.5371,86.5371,86.5371
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",384,Côte d'Ivoire,ALLAREA,G,PERCENT,,,,,,,14.77206,14.84424,14.91658,14.98875,15.0611,15.70222,16.3459,16.99216,17.64097,18.29404,18.95106,19.61229,20.27781,20.94748,21.62138,21.71746,21.81496
6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",384,Côte d'Ivoire,RURAL,G,PERCENT,,,,,,,6.90865,6.90865,6.90865,6.90865,6.90865,7.33182,7.75499,8.17816,8.60132,9.02449,9.44766,9.87082,10.29399,10.71716,11.14032,11.14032,11.14032
