Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Location,Reporting Type,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",40,Austria,ALLAREA,G,PERCENT,99.70665,99.7046,99.70255,99.69887,99.69495,99.69105,99.68717,99.68329,99.67943,99.67559,99.67176,99.66794,99.66637,99.66591,99.66545,99.66496,99.66447,99.66396,99.66536,99.66686,99.66847,99.67018,99.67198
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",40,Austria,RURAL,G,PERCENT,99.26269,99.26272,99.26274,99.26274,99.26274,99.26274,99.26274,99.26274,99.26274,99.26274,99.26274,99.26274,99.26274,99.26274,99.26274,99.26274,99.26274,99.26274,99.26274,99.26274,99.26274,99.26274,99.26274
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",40,Austria,URBAN,G,PERCENT,100,100,100,99.99727,99.99413,99.991,99.98786,99.98473,99.98159,99.97845,99.97532,99.97218,99.96905,99.96591,99.96278,99.95964,99.9565,99.95337,99.95337,99.95337,99.95337,99.95337,99.95337
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",31,Azerbaijan,ALLAREA,G,PERCENT,40.40324,42.10252,43.79572,45.97546,48.15928,50.33234,52.37658,54.41328,56.16863,57.88002,59.65215,61.48677,63.38539,65.34923,66.89237,68.37541,68.45709,68.59385,68.7865,69.03606,,,
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",31,Azerbaijan,URBAN,G,PERCENT,34.63177,35.50902,36.38627,38.11381,39.84775,41.32316,42.67408,44.07946,45.55251,47.09521,48.70956,50.39755,52.16121,54.00257,55.30589,56.4642,57.10349,57.79309,58.53335,59.32461,60.16721,61.57074,62.98075
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",48,Bahrain,ALLAREA,G,PERCENT,85.93832,86.25456,86.57081,86.88705,87.20329,87.49797,87.77203,88.04578,88.31923,88.59237,88.86521,89.13775,89.40998,89.68191,89.95243,90.22133,90.48992,90.75821,91.02621,91.2939,91.60552,91.91713,92.22875
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",50,Bangladesh,ALLAREA,G,PERCENT,11.04652,11.74153,12.45786,13.1734,13.88794,14.60459,15.32345,16.04426,16.76501,17.48508,18.20422,18.92166,19.63639,20.34758,21.50998,22.70013,23.91708,25.15955,26.42638,27.71642,29.02851,30.1547,30.97619
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",50,Bangladesh,RURAL,G,PERCENT,7.36251,8.02836,8.6942,9.36005,10.02589,10.77549,11.53688,12.31064,13.09488,13.8896,14.6948,15.51049,16.33665,17.17331,18.70472,20.31161,21.99516,23.75657,25.59703,27.51772,29.51984,31.26582,32.43919
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",50,Bangladesh,URBAN,G,PERCENT,22.97932,23.43826,23.8972,24.35615,24.81509,25.05837,25.2977,25.53307,25.76448,25.99194,26.21544,26.43499,26.65058,26.86221,27.06989,27.27361,27.47337,27.66918,27.86103,28.04893,28.23286,28.41285,28.75508
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",112,Belarus,ALLAREA,G,PERCENT,84.62906,84.7073,84.78489,84.86167,84.11624,83.32743,82.54071,81.75563,80.97194,80.18861,79.41874,78.65456,77.8906,77.12635,76.36103,75.59466,74.82624,74.95341,75.08791,75.22926,75.09636,74.88842,75.03577
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",112,Belarus,RURAL,G,PERCENT,73.34177,73.34177,73.34177,73.34177,71.93119,70.37221,68.82559,67.29142,65.76978,64.26075,62.76442,61.28087,59.81019,58.35247,56.90779,55.47623,54.05788,52.98392,51.90631,50.82507,49.74019,48.65167,48.65476
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",112,Belarus,URBAN,G,PERCENT,89.4727,89.4727,89.4727,89.4727,88.88148,88.27754,87.6609,87.03158,86.3896,85.73497,85.06772,84.38787,83.69543,82.99043,82.27287,81.54279,80.80021,81.10163,81.40131,81.69925,81.64156,81.48454,81.49719
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",56,Belgium,ALLAREA,G,PERCENT,68.65744,68.65752,68.6576,68.65768,69.94577,71.24562,72.55721,73.88055,75.21564,76.77413,78.36242,79.96244,81.57423,83.19775,84.83304,86.48007,88.13886,89.80939,91.49167,93.18571,94.05832,94.47767,94.89701
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",204,Benin,ALLAREA,G,PERCENT,1.11861,1.18124,1.24697,1.31662,1.3882,1.46165,1.53699,1.6142,1.69324,1.77407,1.85188,1.92819,2.00597,2.08516,2.16588,2.24807,2.33172,2.41681,2.50333,2.59125,2.68055,2.69087,2.70128
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",204,Benin,RURAL,G,PERCENT,0.44457,0.49582,0.54935,0.60516,0.66324,0.72362,0.78627,0.8512,0.91842,0.98791,1.0558,1.12034,1.18672,1.25493,1.32499,1.39688,1.47062,1.54619,1.6236,1.70284,1.78393,1.78393,1.78393
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",204,Benin,URBAN,G,PERCENT,2.20293,2.26922,2.33647,2.40468,2.47386,2.544,2.61511,2.68718,2.76021,2.83421,2.90315,2.97287,3.04338,3.11468,3.18677,3.25965,3.33332,3.40777,3.48302,3.55906,3.63588,3.63588,3.63588
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",64,Bhutan,ALLAREA,G,PERCENT,37.48026,37.64748,38.80659,39.93751,41.03913,42.10563,43.10679,44.08688,45.04545,45.64196,46.15061,46.62716,47.07138,47.48364,47.86442,48.2142,48.53354,48.8231,49.08346,49.51058,50.07395,50.62325,50.50824
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",64,Bhutan,RURAL,G,PERCENT,33.47806,33.47806,34.86744,36.25682,37.6462,39.03557,40.42495,41.81433,43.2037,44.42576,45.56144,46.69507,47.82666,48.95619,50.08368,51.20913,52.33252,53.45387,54.57317,55.69042,56.80562,57.91878,57.91878
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",64,Bhutan,URBAN,G,PERCENT,49.22359,49.22359,49.15524,49.08689,49.01853,48.95018,48.88183,48.81348,48.74512,48.00177,47.2548,46.50424,45.75006,44.99228,44.23089,43.46589,42.69729,41.92508,41.14926,40.83932,40.89752,40.9556,40.9556
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",70,Bosnia and Herzegovina,ALLAREA,G,PERCENT,26.06826,26.13772,26.20321,26.26518,26.32008,26.37252,26.42117,26.4655,26.50603,26.54276,29.22104,32.11488,35.05787,38.04889,41.0995,44.28307,47.58603,51.01012,54.55765,,,,
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",70,Bosnia and Herzegovina,URBAN,G,PERCENT,6.45104,6.25821,6.06537,5.87254,5.67971,5.48595,5.29226,5.09863,4.90507,4.71157,7.9621,11.59004,15.38065,19.42092,23.69227,28.18354,32.83856,37.6573,42.63979,47.78601,53.09597,58.10095,58.10095
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",76,Brazil,ALLAREA,G,PERCENT,35.74204,36.16763,36.5859,37.00215,37.41624,37.82821,38.23828,38.64647,39.05281,39.45704,39.85951,40.26155,41.15432,42.06269,42.98721,43.92766,44.88398,45.85642,46.84473,47.84931,48.70632,49.55151,49.58674
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",76,Brazil,URBAN,G,PERCENT,39.0327,39.34517,39.65809,39.97146,40.28527,40.59953,40.91424,41.22939,41.545,41.86105,42.17755,42.49449,43.36076,44.24427,45.14506,46.06317,46.99864,47.95151,48.92181,49.90958,50.67438,51.42856,51.42856
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",100,Bulgaria,ALLAREA,G,PERCENT,54.93178,55.33432,55.77231,56.24127,56.74105,57.27115,57.83121,58.42101,59.04024,59.68843,60.58818,61.56827,62.57068,63.59511,64.74097,65.95981,67.20134,68.46542,69.45187,70.44421,71.44247,72.44665,73.45661
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",100,Bulgaria,RURAL,G,PERCENT,51.93378,51.46193,51.03616,50.65673,50.32388,50.03789,49.79899,49.60744,49.46349,49.36741,50.12379,51.13846,52.20362,53.31953,54.48644,55.70459,56.97426,58.29568,58.92045,59.54721,60.17594,60.80665,61.43933
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",100,Bulgaria,URBAN,G,PERCENT,56.28507,57.06062,57.8484,58.64846,59.46085,60.28562,61.12282,61.97251,62.83472,63.70952,64.59696,65.49708,66.40993,67.33558,68.40958,69.56487,70.73347,71.91544,72.96084,74.00964,75.06182,76.1174,77.17637
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",854,Burkina Faso,ALLAREA,G,PERCENT,3.2808,3.37261,3.77068,4.16092,4.54344,4.9175,5.28318,5.62312,5.94199,6.25327,6.55705,6.85325,7.14168,7.42228,7.69503,7.95979,8.21647,8.46484,8.70493,8.93672,9.16008,9.45673,9.74647
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",854,Burkina Faso,RURAL,G,PERCENT,0.92689,0.92689,1.32588,1.72131,2.11318,2.50149,2.88625,3.26744,3.64507,4.01914,4.38965,4.7566,5.11999,5.47982,5.83609,6.18881,6.53796,6.88355,7.22558,7.56405,7.89896,8.26998,8.63664
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",854,Burkina Faso,URBAN,G,PERCENT,14.11851,14.11851,14.02088,13.92182,13.82133,13.71941,13.61607,13.5113,13.4051,13.29747,13.18842,13.07793,12.96602,12.85269,12.73792,12.62172,12.5041,12.38505,12.26457,12.14267,12.01934,12.06879,12.11825
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",116,Cambodia,ALLAREA,G,PERCENT,,5.77891,8.26453,10.72614,11.98002,13.18346,14.39661,15.61966,16.86051,18.15228,19.45144,20.75778,22.07109,23.39097,24.71758,26.05051,27.40051,28.95018,30.50742,32.07171,33.64281,35.2202,36.73289
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",116,Cambodia,RURAL,G,PERCENT,,0.50979,3.21287,6.05411,7.40854,8.7015,10.00753,11.32662,12.65879,14.00403,15.36235,16.73373,18.11818,19.5157,20.9263,22.34997,23.78897,25.46268,27.15166,28.85591,30.57542,32.3102,34.06024
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",116,Cambodia,URBAN,G,PERCENT,27.31703,28.68235,30.05488,30.72555,31.39949,32.07669,32.75715,33.44088,34.12787,34.81811,35.51163,36.2084,36.90843,37.61173,38.31829,39.02811,39.78195,40.63891,41.49987,42.36485,43.23385,44.10686,44.70231
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",124,Canada,ALLAREA,G,PERCENT,77.39368,77.39593,77.39646,77.84914,78.30182,78.74879,79.17612,79.55638,79.93579,80.31435,80.69207,81.0688,81.44385,81.8181,82.19154,82.56419,82.93604,83.30714,83.68618,84.06452,83.99552,83.92649,83.92697
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",124,Canada,RURAL,G,PERCENT,76.85278,76.85278,76.85278,77.29507,77.73735,78.15241,78.54125,78.9294,79.31686,79.70362,80.08969,80.47506,80.85972,81.24369,81.62695,82.00951,82.39136,82.77251,83.18111,83.58939,83.55934,83.52928,83.52928
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",124,Canada,URBAN,G,PERCENT,77.53334,77.53334,77.53334,77.98794,78.44254,78.89675,79.33273,79.70926,80.08497,80.45986,80.83394,81.2072,81.57965,81.95129,82.32211,82.69212,83.06132,83.42971,83.80151,84.1725,84.09412,84.01575,84.01575
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",29,Caribbean,ALLAREA,G,PERCENT,41.07095,41.86994,41.95404,42.02751,42.06471,42.06536,42.0688,42.07429,42.07757,42.11686,42.12881,42.13865,42.1363,42.13449,42.13448,42.12867,42.09355,42.06503,41.96714,41.90519,41.60793,41.36483,41.24924
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",29,Caribbean,RURAL,G,PERCENT,40.36365,41.1137,41.38674,41.62069,41.73216,41.8258,41.92543,42.03486,42.15504,42.38789,42.57151,42.76965,42.94357,43.13223,43.33314,43.53697,43.73862,43.92876,43.99856,44.15745,43.94198,43.79915,43.86106
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",29,Caribbean,URBAN,G,PERCENT,41.54983,42.36973,42.33858,42.31633,42.30968,42.25839,42.21016,42.16201,42.10732,42.05378,41.98695,41.9128,41.83456,41.7533,41.67235,41.58534,41.46092,41.3542,41.20187,41.06719,40.75477,40.49042,40.32692
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",140,Central African Republic,ALLAREA,G,PERCENT,19.67586,19.63079,19.58572,19.54026,19.49432,19.09001,18.6919,18.29993,17.91349,17.53226,17.15614,16.78457,16.41748,16.05454,15.69523,15.33947,14.98716,14.63759,14.2907,13.94619,13.60381,13.26327,13.34691
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",140,Central African Republic,RURAL,G,PERCENT,9.32232,9.32048,9.31865,9.31666,9.31436,9.10127,8.8883,8.67542,8.46266,8.24999,8.03743,7.82498,7.61262,7.40038,7.18823,6.97619,6.76426,6.55243,6.3407,6.12908,5.91756,5.70614,5.70614
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",140,Central African Republic,URBAN,G,PERCENT,36.8298,36.65428,36.47877,36.30325,36.12774,35.33976,34.5569,33.77913,33.00646,32.23889,31.47642,30.71906,29.96679,29.21962,28.47756,27.74059,27.00873,26.28197,25.56031,24.84374,24.13228,23.42592,23.42592
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",13,Central America,ALLAREA,G,PERCENT,19.94301,20.08975,20.23306,21.83388,23.45983,25.10627,26.779,28.47535,30.19326,31.93519,33.69975,35.53392,37.39369,39.2782,41.18715,43.12019,45.07754,47.03505,49.01546,51.01877,53.04079,55.41388,57.44954
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",13,Central America,URBAN,G,PERCENT,18.93415,18.9925,19.05464,20.89605,22.75304,24.6202,26.50436,28.40277,30.31332,32.23804,34.17788,36.21214,38.26411,40.33236,42.41689,44.5177,46.63567,48.7511,50.88216,53.02976,55.18935,57.52248,59.62618
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",62,Central and Southern Asia,ALLAREA,G,PERCENT,12.41132,13.54713,14.69906,15.8541,17.83243,19.55614,21.29666,23.14011,24.98503,26.8329,28.68392,30.53725,32.3976,34.26829,36.19381,38.1339,40.07265,41.94692,43.76092,45.56336,47.35105,49.10418,50.78564
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",62,Central and Southern Asia,RURAL,G,PERCENT,5.02261,6.30734,7.56533,8.82705,11.25351,13.44167,15.66677,17.96394,20.27526,22.60193,24.94317,27.3044,29.68811,32.09259,34.57958,37.09312,39.62908,42.08918,44.48022,46.87295,49.26005,51.60607,53.84761
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",62,Central and Southern Asia,URBAN,G,PERCENT,29.9321,30.48109,31.12562,31.78467,32.50412,32.96847,33.44292,34.12272,34.81291,35.51675,36.23511,36.95777,37.69153,38.44866,39.24193,40.06421,40.88068,41.69239,42.49718,43.30474,44.1195,44.94885,45.79834
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",143,Central Asia,ALLAREA,G,PERCENT,77.37017,77.32465,77.27937,77.22261,77.17791,77.14348,77.10579,77.06522,77.02159,76.97982,76.93625,76.91916,76.93294,76.94707,76.96077,76.9736,76.98224,76.97528,76.99998,77.01781,77.02279,77.01318,76.99859
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",143,Central Asia,RURAL,G,PERCENT,78.2747,78.35615,78.48631,78.61852,78.7668,78.91224,79.04773,79.18123,79.31527,79.45331,79.58588,79.72587,79.88186,80.03854,80.19603,80.3543,80.50403,80.62288,80.7307,80.83417,80.91821,80.99184,81.0607
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",143,Central Asia,URBAN,G,PERCENT,76.29408,76.10779,75.86782,75.60444,75.35265,75.13053,74.9171,74.70391,74.48748,74.2741,74.06694,73.89475,73.75446,73.61455,73.47333,73.33004,73.18815,73.04817,72.98959,72.9254,72.86026,72.78053,72.70029
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",148,Chad,ALLAREA,G,PERCENT,8.43992,8.50608,8.57061,8.63553,8.70073,8.76619,8.83193,8.89809,8.96436,9.05408,9.1508,9.25499,9.36733,9.48815,9.61795,9.75748,9.90729,10.06797,10.24036,10.42481,10.62249,10.8338,10.91219
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",148,Chad,RURAL,G,PERCENT,5.66983,5.63495,5.60678,5.5786,5.55043,5.52226,5.49408,5.46591,5.43773,5.33995,5.2429,5.14657,5.05096,4.95608,4.86193,4.7685,4.67579,4.58381,4.49256,4.40203,4.31222,4.22314,4.22314
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",148,Chad,URBAN,G,PERCENT,18.47239,18.88427,19.26371,19.64314,20.02258,20.40202,20.78145,21.16089,21.54033,22.27314,23.0182,23.77548,24.545,25.32676,26.12075,26.92697,27.74543,28.57612,29.41904,30.27421,31.1416,32.02123,32.02123
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",830,Channel Islands,ALLAREA,G,PERCENT,,,,,,,,,,90,90,90,90,90,90,90,90,90,,,,,
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",152,Chile,ALLAREA,G,PERCENT,66.54897,66.90661,67.2493,67.54523,69.61293,71.69609,73.79542,75.91038,78.04147,80.18813,82.35033,84.52857,86.7223,88.93174,91.15688,93.36422,94.94149,95.21671,95.16858,95.2356,95.26284,95.29202,95.32282
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",152,Chile,URBAN,G,PERCENT,70.11825,70.31994,70.52163,70.72332,72.8567,75.00338,77.16337,79.33666,81.52325,83.72314,85.93634,88.16284,90.40265,92.65576,94.92217,97.16357,98.77052,99.00718,99.06077,99.24222,99.24222,99.24222,99.24222
6,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",156,China,ALLAREA,G,PERCENT,13.38581,13.75048,14.49126,16.53644,18.70512,20.99396,23.3882,25.88913,28.50181,31.22146,34.04724,36.95074,39.93899,43.01897,46.18993,49.44812,52.79106,56.21289,59.70095,63.24984,64.60968,65.93283,67.22023
