Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Location,Reporting Type,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",142,Asia,RURAL,G,PERCENT,45.48528,46.0361,47.42012,48.65063,49.91381,50.67102,51.01418,51.37539,51.72262,52.88126,54.07136,55.38735,56.76689,58.15637,59.57981,61.0295,62.50109,63.98785,65.48515,66.99678,68.49252,69.99139,71.4936
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",142,Asia,URBAN,G,PERCENT,74.18423,74.19309,74.34769,74.34284,74.36641,74.46107,74.56703,74.68539,74.78738,74.87324,74.95452,75.30732,75.74299,76.1678,76.60133,77.07767,77.54199,77.98554,78.42014,78.83484,79.22069,79.56299,79.55362
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",36,Australia,URBAN,G,PERCENT,98.28848,98.28848,98.28848,98.42049,98.55253,98.68458,98.81667,98.94877,99.08091,99.21306,99.34524,99.47745,99.60968,99.69373,99.68308,99.67244,99.65181,99.63119,99.61057,99.58995,99.56933,99.5487,99.52808
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",53,Australia and New Zealand,URBAN,G,PERCENT,98.58203,98.58187,98.58249,98.69312,98.803,98.91211,99.02069,99.12854,99.23642,99.34495,99.45421,99.56374,99.67358,99.70265,99.69037,99.67811,99.65749,99.63687,99.61626,99.59568,99.57509,99.55449,99.53387
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",40,Austria,ALLAREA,G,PERCENT,96.71923,96.8905,97.06175,97.23301,97.40427,97.57553,97.7468,97.91805,98.08931,98.26058,98.43184,98.6031,98.77435,98.91264,98.91103,98.90942,98.90781,98.9062,98.90447,98.90262,98.90064,98.89854,98.89632
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",31,Azerbaijan,ALLAREA,G,PERCENT,57.74855,59.48841,60.11043,60.72896,61.34377,61.95468,62.56189,63.16558,63.76539,64.36151,64.95611,65.54863,66.13864,66.72585,67.3097,67.88978,68.46568,69.03698,69.60327,70.16407,70.67331,71.14635,71.6117
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",31,Azerbaijan,RURAL,G,PERCENT,33.57747,35.74493,37.97444,40.266,42.61961,45.03528,47.51299,50.05276,52.65458,55.31845,58.04438,60.83235,63.68238,66.59446,69.56859,72.60477,73.82324,75.0417,76.26016,77.47863,78.69709,79.91555,81.13402
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",31,Azerbaijan,URBAN,G,PERCENT,80.61574,81.83224,83.05276,84.27731,85.50588,86.73848,87.97511,89.21576,90.3536,90.52231,90.69102,90.85973,91.02844,91.19715,91.36586,91.53457,91.70328,91.87199,92.04071,92.20942,92.275,92.275,92.275
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",48,Bahrain,ALLAREA,G,PERCENT,98.88198,98.8885,98.89501,98.90153,98.90805,98.91456,98.92108,98.92759,98.927,98.92508,98.92316,98.92124,98.91932,98.91741,98.91549,98.91357,98.91165,98.90973,98.90781,98.90589,98.90398,98.90398,98.90398
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",50,Bangladesh,ALLAREA,G,PERCENT,55.3187,55.32512,55.30372,55.27875,55.25035,55.21885,55.18367,55.14497,55.10288,55.05755,55.00859,54.95632,55.30369,55.66688,56.04548,56.4402,56.8508,57.2776,57.72074,58.18021,58.656,59.12985,59.1093
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",50,Bangladesh,RURAL,G,PERCENT,59.38265,59.49975,59.61685,59.73395,59.85105,59.96815,60.08525,60.20236,60.31946,60.43656,60.55366,60.67076,60.83564,61.00071,61.16596,61.33139,61.49701,61.66281,61.8288,61.99497,62.16132,62.29771,62.35047
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",50,Bangladesh,URBAN,G,PERCENT,42.15522,42.17474,42.19426,42.21378,42.2333,42.25281,42.27233,42.29185,42.31137,42.33089,42.35041,42.36993,43.54452,44.72018,45.8969,47.07468,48.25353,49.43344,50.61442,51.79645,52.97956,54.16372,54.18856
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",112,Belarus,ALLAREA,G,PERCENT,81.81271,81.96307,82.11219,82.25976,83.36191,84.4452,85.50994,86.55645,87.58524,88.59597,89.60049,90.58958,91.55891,92.31101,92.40423,92.49671,92.588,92.67832,92.76654,92.85267,92.93711,93.0194,93.09976
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",56,Belgium,ALLAREA,G,PERCENT,99.63135,99.63135,99.63135,99.63135,99.63135,99.63135,99.63135,99.63135,99.63135,99.63135,99.63966,99.64798,99.65629,99.66461,99.67292,99.68124,99.68956,99.69787,99.70619,99.7145,99.72281,99.73113,99.73945
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",64,Bhutan,ALLAREA,G,PERCENT,22.29281,22.74601,23.20096,23.65747,24.11557,24.56424,24.91853,25.27158,25.62333,25.97302,26.32107,30.24204,34.166,38.0904,42.7611,47.45907,52.08909,56.59075,60.82678,65.00831,69.13716,72.66557,73.34199
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",64,Bhutan,RURAL,G,PERCENT,16.02226,16.2761,16.52994,16.78378,17.03763,17.29147,17.54531,17.79915,18.053,18.30684,18.56068,24.36393,30.31692,36.41965,42.67213,49.07435,55.47259,61.76321,67.70748,73.65176,79.59603,84.5769,84.5769
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",64,Bhutan,URBAN,G,PERCENT,40.69198,40.7093,40.72661,40.74393,40.76124,40.77855,40.79587,40.81318,40.8305,40.84781,40.86513,40.88244,40.89976,40.91707,42.90676,44.89811,46.89114,48.88583,50.88219,52.88022,54.87992,56.88128,58.8595
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",535,"Bonaire, Sint Eustatius and Saba",ALLAREA,G,PERCENT,83.55975,84.33307,85.10735,85.88259,86.65877,87.43591,88.21401,88.99306,89.77307,90.55403,91.33594,92.11881,92.90263,93.68741,94.47315,95.25983,96.04747,96.83607,97.62562,98.41613,99.20759,100,100
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",70,Bosnia and Herzegovina,ALLAREA,G,PERCENT,87.34998,87.47272,87.59462,87.71558,87.83569,87.95483,88.07303,88.19036,88.30676,88.42221,88.53673,88.65034,88.70229,88.79768,88.81718,88.82513,88.83336,88.8419,88.85069,88.72298,88.13888,87.55478,86.97068
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",72,Botswana,URBAN,G,PERCENT,83.99584,83.92756,83.85929,83.79102,83.72275,83.65447,83.42514,82.62081,81.81768,81.01576,80.21503,79.41552,78.6172,77.82009,77.02418,76.22948,75.43598,74.64368,73.85259,73.0627,73.00238,72.94206,72.94206
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",76,Brazil,ALLAREA,G,PERCENT,76.0321,76.59753,76.98464,77.26597,77.54171,77.81197,78.07713,78.33727,78.59245,78.84221,79.08718,79.32989,79.56787,80.38308,81.1948,82.00246,82.74326,83.60515,84.40004,85.19093,85.92162,86.64403,87.25872
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",76,Brazil,RURAL,G,PERCENT,46.97544,49.05126,50.28274,50.96975,51.65677,52.34379,53.0308,53.71782,54.40484,55.09185,55.77887,56.46589,57.1529,58.99811,60.87084,62.77108,64.25053,66.6541,68.63688,70.64717,72.68498,74.75031,76.01856
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",76,Brazil,URBAN,G,PERCENT,82.76303,82.82839,82.89375,82.95911,83.02447,83.08983,83.1552,83.22056,83.28592,83.35128,83.41664,83.482,83.54736,84.09519,84.64378,85.19312,85.74321,86.29406,86.84566,87.39802,87.88675,88.37162,88.85638
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",100,Bulgaria,ALLAREA,G,PERCENT,89.66373,90.18406,90.70463,91.2254,91.7464,92.26763,92.78908,93.31076,93.8327,94.35487,94.8773,95.39997,95.92294,96.44623,96.92339,96.76209,96.60156,96.44181,96.28281,96.12456,95.96708,95.81034,95.65433
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",116,Cambodia,ALLAREA,G,PERCENT,16.96313,17.44535,17.92784,18.41059,18.89398,19.37799,19.86229,20.34722,20.84621,21.41869,21.99383,22.57165,23.15215,23.73499,24.32093,24.9096,25.50104,26.09488,26.69338,27.29621,27.90377,28.4683,29.13128
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",116,Cambodia,RURAL,G,PERCENT,10.39438,10.81361,11.23284,11.65207,12.0713,12.49053,12.90976,13.32899,13.74822,14.16745,14.58669,15.00592,15.42515,15.84438,16.26361,16.68284,17.10207,17.5213,17.94053,18.35976,18.779,19.19823,19.61746
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",116,Cambodia,URBAN,G,PERCENT,45.73688,46.27178,46.80668,47.34158,47.87648,48.41138,48.94628,49.48118,50.01608,50.55098,51.08587,51.62077,52.15567,52.69057,53.22547,53.76037,54.29527,54.83017,55.36507,55.89997,56.43487,56.77758,57.5
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",124,Canada,ALLAREA,G,PERCENT,98.16674,98.17581,98.17794,98.18011,98.18224,98.2408,98.29947,98.35997,98.41991,98.47926,98.53806,98.59599,98.65168,98.70725,98.76271,98.81806,98.87331,98.9285,98.98363,99.03862,99.03895,99.03932,99.03973
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",29,Caribbean,ALLAREA,G,PERCENT,56.07671,57.14534,57.17091,57.21016,57.20914,57.19788,57.20541,57.231,57.24885,57.28612,57.30571,57.30462,57.27063,57.20567,57.11787,57.01197,56.95792,56.82848,56.46257,56.42015,56.31328,56.00819,55.97717
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",29,Caribbean,URBAN,G,PERCENT,68.25182,69.12279,68.77294,68.33264,67.86836,67.41295,66.99028,66.59876,66.20997,65.82964,65.45266,65.08865,64.72547,64.33924,63.93682,63.52506,63.11663,62.71671,62.26597,61.98694,61.68037,61.1474,60.92666
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",140,Central African Republic,ALLAREA,G,PERCENT,8.53086,8.39602,8.2617,8.12779,7.99428,7.86378,7.73617,7.61143,7.48929,7.36963,7.25241,7.1374,7.02456,6.91376,6.80476,6.69753,6.59204,6.48794,6.38521,6.28371,6.18332,6.0839,6.12644
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",140,Central African Republic,RURAL,G,PERCENT,3.41836,3.35717,3.29648,3.23631,3.17663,3.11746,3.0588,3.00065,2.943,2.88585,2.82921,2.77308,2.71745,2.66233,2.60771,2.5536,2.49999,2.44689,2.3943,2.34221,2.29063,2.23955,2.23955
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",140,Central African Republic,URBAN,G,PERCENT,17.00136,16.71573,16.43129,16.14804,15.86599,15.58513,15.30547,15.027,14.74972,14.47363,14.19874,13.92504,13.65254,13.38122,13.11111,12.84218,12.57445,12.30791,12.04256,11.77841,11.51545,11.25368,11.25368
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",13,Central America,ALLAREA,G,PERCENT,43.82141,44.04963,44.29091,44.52817,44.76181,44.99375,45.22657,45.45805,45.73099,46.00102,46.26382,46.5191,46.77178,47.0236,47.27443,47.52448,47.77261,48.01762,48.26272,48.50224,48.70996,47.56136,47.6945
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",13,Central America,RURAL,G,PERCENT,41.43422,41.70858,42.02078,42.32802,42.63158,42.93099,43.22723,43.51993,44.16378,44.80711,45.44951,46.09207,46.73739,47.3859,48.03814,48.69454,49.35493,50.02745,50.70132,51.3549,52.00268,49.83758,50.11322
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",62,Central and Southern Asia,ALLAREA,G,PERCENT,44.725,45.62458,46.49419,47.3573,48.27482,49.28595,50.30539,51.34422,52.30515,53.41715,54.45751,55.4864,56.60525,57.72844,58.86591,60.02771,61.17313,62.30032,63.41231,64.51731,65.60258,66.67643,67.51752
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",62,Central and Southern Asia,RURAL,G,PERCENT,37.24499,38.44783,39.64849,40.84864,42.09187,43.38852,44.70464,46.05564,47.3061,48.79822,50.19846,51.60616,53.02096,54.45279,55.9022,57.37317,58.86226,60.36859,61.87121,63.38845,64.9067,66.43036,67.74333
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",62,Central and Southern Asia,URBAN,G,PERCENT,62.46228,62.41108,62.25747,62.11264,62.06345,62.22218,62.38879,62.56537,62.73669,62.89728,63.05496,63.19265,63.60844,64.02224,64.46227,64.95102,65.38277,65.75676,66.11988,66.46423,66.78054,67.08512,67.14973
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",143,Central Asia,ALLAREA,G,PERCENT,55.02407,55.82261,56.99925,58.17947,59.36508,60.79145,62.12125,63.43822,64.75982,66.08378,67.41357,68.69563,69.93445,71.17504,72.40392,73.64302,74.89349,76.1484,77.01475,77.87108,78.50826,78.94818,77.76686
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",143,Central Asia,RURAL,G,PERCENT,30.18468,31.27235,32.9776,34.69618,36.43119,38.50587,40.60973,42.74162,44.89906,47.08058,49.29073,51.52122,53.76723,56.03549,58.32458,60.63324,62.96443,65.31974,66.9186,68.49387,69.61515,70.41585,68.05949
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",143,Central Asia,URBAN,G,PERCENT,84.57512,84.78467,85.09315,85.4017,85.71084,86.15368,86.36605,86.53409,86.70248,86.87125,87.03902,87.20214,87.36019,87.49509,87.58073,87.66432,87.74485,87.80687,87.86777,87.92658,88.01118,88.02518,88.03868
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",148,Chad,ALLAREA,G,PERCENT,5.52087,5.55436,5.5866,5.61782,5.64791,5.67688,5.70472,5.73156,5.75715,5.78162,5.80736,5.83446,5.86313,5.89331,5.92509,5.95868,5.99419,6.03169,6.07144,6.11337,6.15788,6.20494,6.24705
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",148,Chad,RURAL,G,PERCENT,2.92058,2.92339,2.92464,2.92434,2.9225,2.9191,2.91415,2.90765,2.89959,2.88999,2.87884,2.86613,2.85188,2.83607,2.81871,2.7998,2.77934,2.75733,2.73377,2.70866,2.682,2.65378,2.65378
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",148,Chad,URBAN,G,PERCENT,14.93839,15.06449,15.19059,15.31669,15.4428,15.5689,15.695,15.8211,15.9472,16.07331,16.19941,16.32551,16.45161,16.57771,16.70382,16.82992,16.95602,17.08212,17.20822,17.33433,17.46043,17.58653,17.58653
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",830,Channel Islands,ALLAREA,G,PERCENT,,,,,,,,,,91.975,91.975,91.975,91.975,91.975,91.975,91.975,91.975,91.975,,,,,
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",152,Chile,ALLAREA,G,PERCENT,92.09303,92.59391,93.07063,93.47617,93.88458,94.29475,94.70764,95.12259,95.54009,95.95955,96.38097,96.80475,97.23041,97.6581,98.08776,98.38247,98.57763,98.77024,98.77137,98.77137,98.77137,98.77137,98.77136
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",152,Chile,URBAN,G,PERCENT,97.9428,98.05993,98.17712,98.29439,98.41172,98.52912,98.64659,98.73797,98.8175,98.89705,98.97663,99.05624,99.13588,99.20481,99.25043,99.29604,99.34164,99.38724,99.42182,99.42182,99.42182,99.42182,99.42182
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",156,China,URBAN,G,PERCENT,89.53876,89.53876,89.55752,89.57627,89.59503,89.61378,89.63254,89.65129,89.67005,89.6888,89.70756,90.52677,91.34632,92.1662,92.98642,93.80697,94.62786,95.44908,96.27064,97.09253,97.48117,97.68575,97.87385
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",344,"China, Hong Kong Special Administrative Region",ALLAREA,G,PERCENT,98.12428,98.24784,98.37146,98.49515,98.61891,98.74274,98.86664,98.99061,99.11464,99.23875,99.36292,99.48716,99.61147,99.73584,99.86029,99.98402,100,100,100,100,100,100,100
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",344,"China, Hong Kong Special Administrative Region",URBAN,G,PERCENT,98.12428,98.24784,98.37146,98.49515,98.61891,98.74274,98.86664,98.99061,99.11464,99.23875,99.36292,99.48716,99.61147,99.73584,99.86029,99.98402,100,100,100,100,100,100,100
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",446,"China, Macao Special Administrative Region",ALLAREA,G,PERCENT,99.97121,99.97121,99.97121,99.97121,99.97336,99.9755,99.97765,99.9798,99.98195,99.98409,99.98624,99.98839,99.99054,99.99269,99.99483,99.99698,99.99913,100,100,100,100,100,100
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",446,"China, Macao Special Administrative Region",URBAN,G,PERCENT,99.97121,99.97121,99.97121,99.97121,99.97336,99.9755,99.97765,99.9798,99.98195,99.98409,99.98624,99.98839,99.99054,99.99269,99.99483,99.99698,99.99913,100,100,100,100,100,100
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",170,Colombia,ALLAREA,G,PERCENT,68.54952,68.86417,69.17526,69.48281,69.78638,70.08601,70.38173,70.63542,70.88484,71.12999,71.37048,71.60637,71.83812,72.06536,72.2881,72.50684,72.7216,72.93201,73.12644,73.27192,73.41323,73.7199,73.85604
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",170,Colombia,RURAL,G,PERCENT,34.21683,34.48768,34.75853,35.02937,35.30022,35.57107,35.84191,36.11276,36.38361,36.65445,36.9253,37.19615,37.46699,37.73784,38.00869,38.27953,38.55038,38.82123,39.09207,39.36292,39.63377,39.90461,40.17546
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",170,Colombia,URBAN,G,PERCENT,80.63933,80.70569,80.77205,80.83841,80.90477,80.97113,81.03749,81.05478,81.072,81.08913,81.10618,81.12316,81.14005,81.15686,81.1736,81.19025,81.20682,81.22331,81.22528,81.1722,81.11914,81.27393,81.22431
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",178,Congo,ALLAREA,G,PERCENT,27.42229,27.58308,27.78181,27.98041,29.5764,31.19525,32.83666,34.50071,36.18792,37.8981,39.63144,41.3869,42.42858,43.01324,43.59852,44.18409,44.76963,45.35481,45.53564,45.71647,45.8969,46.07654,
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",178,Congo,RURAL,G,PERCENT,6.94979,6.94979,6.94979,6.94979,7.66039,8.39472,9.15279,9.93459,10.74013,11.56941,12.42242,13.29917,14.19966,15.12388,16.07184,17.04354,18.03897,19.05814,19.05814,19.05814,19.05814,19.05814,
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",178,Congo,URBAN,G,PERCENT,41.82925,41.82925,41.89287,41.95648,43.86545,45.78,47.70013,49.62586,51.55717,53.49407,55.43656,57.38463,58.19118,58.27823,58.36527,58.45232,58.53936,58.6264,58.6264,58.6264,58.6264,58.6264,
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",188,Costa Rica,ALLAREA,G,PERCENT,76.40624,76.75396,77.08671,77.40466,77.70785,77.99628,78.27048,78.53062,78.77712,79.01002,79.23004,79.43739,79.63195,79.81455,79.98603,80.14722,80.29888,80.44177,80.52559,80.52068,80.51605,80.51169,80.50758
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",188,Costa Rica,RURAL,G,PERCENT,71.44085,71.98275,72.52465,73.06654,73.60844,74.15034,74.69224,75.23414,75.77604,76.31794,76.85983,77.40173,77.94363,78.48553,79.02743,79.56933,80.11123,80.65312,81.05455,81.05455,81.05455,81.05455,81.05455
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",188,Costa Rica,URBAN,G,PERCENT,79.84934,79.8808,79.91225,79.94371,79.97517,80.00662,80.03808,80.06953,80.10099,80.13244,80.1639,80.19536,80.22681,80.25827,80.28972,80.32118,80.35263,80.38409,80.38785,80.38785,80.38785,80.38785,80.38785
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",384,Côte d'Ivoire,ALLAREA,G,PERCENT,23.08666,23.56305,24.00674,24.08593,24.16487,24.24292,24.32051,24.39763,24.47429,24.55005,24.62535,24.70017,28.73757,31.50568,33.25078,35.01075,36.78548,38.57546,40.38101,42.15155,43.64164,43.76646,43.89216
